1,1,0,61.767705
2,1,1,158.430810
3,1,1,164.779940
4,0,1,175.672790
5,0,0,191.453465
6,0,1,223.119159
7,0,0,231.410388
8,0,0,296.730096
9,1,0,318.835450
10,0,1,318.960031
11,0,0,331.116437
12,1,0,409.146400
13,0,1,418.678286
14,1,0,428.195491
15,1,0,476.303453
16,0,1,508.279022
17,0,0,648.713989
18,1,0,654.576212
19,0,1,682.463872
20,0,1,696.547371
21,0,0,741.319668
22,0,1,929.316845
23,0,0,982.603738
24,1,0,1023.478110
25,0,1,1058.486738
26,0,1,1072.676872
27,1,0,1088.985168
28,0,0,1091.988717
29,0,1,1101.427901
30,0,0,1113.671239
31,0,0,1119.375743
32,1,0,1184.298365
33,0,1,1209.625636
34,1,0,1265.886744
35,1,1,1273.116143
36,0,0,1289.916298
37,0,1,1296.966366
38,0,1,1322.883248
39,1,1,1327.491203
40,1,0,1363.104135
41,0,0,1390.358730
42,0,1,1420.563268
43,0,0,1431.399946
44,1,0,1447.689740
45,0,0,1453.802836
46,0,1,1503.171762
47,1,1,1516.387088
48,1,1,1564.499006
49,1,0,1575.589201
50,0,0,1590.825451
51,0,0,1591.944442
52,0,1,1616.222134
53,1,1,1624.642278
54,1,1,1692.059422
55,0,1,1708.601702
56,0,1,1716.175327
57,0,0,1777.422606
58,0,1,1797.300161
59,0,0,1801.643996
60,0,1,1819.565026
61,0,0,1823.342650
62,0,0,1834.141320
63,1,0,1971.099150
64,1,0,2040.935010
65,0,0,2067.932822
66,1,0,2122.085231
67,0,1,2154.014694
68,0,1,2173.290411
69,0,1,2212.399218
70,1,1,2252.766991
71,0,1,2275.638913
72,0,1,2289.165707
73,1,0,2306.358612
74,0,0,2330.329922
75,0,0,2364.672215
76,0,0,2377.970604
77,0,0,2400.183058
78,1,0,2420.002144
79,0,1,2469.216476
80,0,1,2501.150861
81,0,1,2593.854413
82,0,0,2600.105036
83,1,0,2637.961229
84,0,0,2667.564069
85,0,0,2678.660326
86,0,0,2820.559740
87,0,1,2837.199997
88,1,1,2866.935130
89,1,0,2893.218186
90,1,0,2911.589741
91,0,1,2934.144867
92,1,0,2955.290290
93,1,0,2962.050719
94,1,1,2992.460004
95,0,0,3018.622856
96,1,0,3077.722511
97,1,1,3120.331196
98,0,1,3121.358167
99,1,1,3130.089691
100,1,0,3133.575219
101,0,1,3223.736265
102,0,0,3229.643534
103,0,1,3238.275190
104,1,1,3239.334448
105,1,1,3330.962828
106,1,1,3361.412040
107,1,1,3389.147328
108,1,1,3478.676210
109,0,1,3480.428356
110,0,0,3491.578756
111,1,1,3538.976049
112,1,0,3682.340818
113,0,1,3691.744136
114,0,1,3697.829475
115,0,1,3704.111551
116,1,0,3721.745013
117,1,1,3757.272813
118,1,1,3758.712811
119,0,1,3759.688499
120,1,1,3764.997719
121,1,1,3822.303311
122,0,1,3843.918766
123,0,1,3894.565980
124,0,1,4029.728891
125,0,1,4054.081574
126,0,1,4067.946375
127,0,0,4075.342332
128,0,0,4129.994739
129,0,1,4132.381618
130,0,0,4136.000903
131,1,0,4174.045254
132,1,1,4189.371697
133,1,0,4220.688779
134,1,1,4257.640260
135,0,1,4261.410594
136,1,0,4286.391578
137,0,0,4329.879773
138,0,1,4423.685898
139,0,0,4523.075397
140,0,0,4567.851619
141,0,0,4568.566762
142,0,1,4588.449483
143,1,0,4595.295560
144,0,0,4619.672760
145,0,1,4669.260939
146,0,0,4671.945494
147,1,0,4769.325792
148,1,0,4781.886275
149,1,1,4784.527264
150,0,1,4807.554488
151,0,0,4825.034798
152,1,0,4902.572628
153,1,0,4955.534100
154,0,1,5055.005469
155,1,1,5098.655662
156,1,1,5127.649888
157,1,0,5210.606295
158,0,0,5233.051517
159,0,0,5272.129001
160,0,0,5291.261596
161,0,1,5327.687248
162,1,1,5339.794917
163,0,0,5376.283025
164,1,0,5388.032466
165,0,1,5427.253380
166,1,0,5444.089532
167,1,0,5456.503974
168,1,1,5476.019118
169,0,1,5499.185373
170,0,1,5506.095079
171,0,0,5593.997702
172,0,0,5601.029393
173,0,0,5664.373357
174,0,0,5664.894846
175,0,1,5669.580045
176,1,0,5693.227670
177,0,1,5729.595725
178,0,0,5767.105104
179,0,1,5788.212032
180,0,0,5805.630867
181,0,1,5819.939241
182,1,0,5856.085683
183,1,0,5875.130453
184,0,1,5916.749210
185,1,0,5934.555033
186,0,1,5949.724479
187,1,1,5954.317998
188,1,0,5981.195106
189,0,0,6142.056930
190,1,1,6179.724091
191,0,1,6199.807409
192,0,0,6206.551304
193,0,0,6214.060588
194,1,0,6221.554142
195,1,1,6246.681272
196,1,1,6258.145691
197,1,0,6265.500132
198,0,1,6286.569926
199,1,0,6308.855839
200,0,1,6329.372527
201,0,0,6332.590148
202,0,1,6434.356781
203,1,0,6577.891139
204,1,1,6642.641702
205,1,1,6653.679048
206,1,1,6656.670895
207,0,1,6680.346670
208,0,1,6691.619317
209,1,1,6706.933341
210,1,1,6749.373158
211,1,0,6753.255384
212,1,1,6809.418492
213,1,0,6829.470606
214,0,1,6851.608532
215,1,1,6959.333632
216,0,0,7004.018591
217,1,0,7128.108626
218,0,0,7133.670806
219,0,0,7193.566847
220,1,1,7373.598924
221,0,0,7415.760663
222,1,1,7480.256586
