1,1,2,0.367964
2,1,1,97.031070
3,1,2,117.662889
4,1,0,192.285776
5,1,2,227.808873
6,2,2,235.253289
7,2,2,238.699705
8,2,1,270.365399
9,0,0,278.656628
10,0,0,343.976336
11,1,0,366.081690
12,0,2,504.814212
13,2,1,504.938794
14,2,0,557.977958
15,0,1,561.750928
16,1,0,639.780891
17,2,0,687.805394
18,0,2,720.433499
19,1,0,729.950705
20,1,0,778.058666
21,2,2,785.459693
22,2,1,811.750779
23,0,0,952.185745
24,1,0,958.047968
25,0,1,985.935628
26,0,1,1000.019128
27,0,0,1044.791425
28,0,1,1232.788602
29,0,0,1286.075495
30,1,0,1326.949867
31,0,1,1361.958495
32,0,2,1386.325529
33,2,1,1478.443136
34,2,0,1494.751432
35,2,2,1499.328146
36,0,0,1523.915608
37,1,0,1532.095425
38,0,1,1537.952228
39,0,2,1580.785312
40,0,0,1619.378101
41,0,2,1717.125727
42,0,1,1742.452998
43,1,0,1798.714107
44,1,1,1805.943506
45,0,0,1822.743660
46,0,1,1829.793729
47,2,2,1892.228598
48,0,1,1918.145480
49,1,1,1922.753434
50,2,1,1971.745097
51,2,2,2002.231554
52,2,0,2029.486149
53,0,1,2059.690687
54,0,2,2085.395437
55,2,0,2096.232114
56,1,0,2112.521908
57,2,2,2143.245191
58,2,0,2149.358287
59,2,2,2150.653077
60,2,1,2192.342818
61,1,1,2213.810747
62,1,1,2261.922664
63,1,0,2273.012859
64,0,0,2288.249109
65,0,2,2414.000060
66,0,0,2418.238213
67,0,1,2442.515905
68,1,1,2450.936049
69,1,2,2464.572213
70,1,0,2499.108210
71,1,0,2518.672356
72,0,0,2524.221254
73,1,0,2538.790958
74,0,0,2544.637495
75,2,0,2601.046184
76,1,1,2614.895558
77,0,0,2618.673181
78,0,2,2626.989058
79,2,2,2642.993203
80,2,1,2644.388355
81,0,0,2671.386167
82,2,2,2709.938145
83,1,2,2710.490053
84,2,0,2742.450909
85,1,2,2794.206806
86,0,1,2813.482522
87,0,1,2852.591330
88,1,1,2892.959102
89,2,2,2925.434296
90,1,1,2946.156577
91,1,1,2963.920446
92,1,0,2981.113351
93,2,0,3011.517968
94,1,0,3015.167528
95,0,0,3116.495424
96,1,0,3143.300918
97,1,1,3166.095255
98,1,0,3250.093986
99,1,2,3305.358966
100,1,2,3333.571306
101,2,1,3426.274858
102,0,2,3457.025970
103,2,2,3465.689172
104,2,2,3487.569885
105,0,2,3495.375136
106,0,2,3554.754473
107,0,1,3584.874491
108,0,1,3594.065700
109,1,2,3636.116150
110,2,1,3665.851282
111,2,1,3737.942253
112,2,0,3764.225309
113,2,2,3851.017650
114,1,0,3869.389205
115,2,0,3889.093176
116,0,1,3899.412373
117,1,1,3929.478242
118,0,0,3976.432468
119,1,1,4006.841754
120,2,0,4042.548679
121,2,2,4088.440097
122,0,1,4170.844262
123,2,2,4178.950362
124,2,1,4179.977333
125,1,1,4188.708857
126,2,1,4198.138864
127,0,1,4288.299909
128,0,0,4294.207179
129,2,0,4308.537932
130,0,2,4343.654973
131,2,1,4344.714231
132,1,1,4436.342611
133,2,1,4492.693026
134,2,2,4531.583794
135,1,2,4561.341735
136,1,2,4573.291579
137,0,2,4596.646116
138,2,1,4686.174998
139,0,1,4687.927144
140,0,2,4770.806521
141,0,1,4810.014243
142,1,2,4827.948882
143,0,1,4869.924472
144,0,2,4890.217647
145,2,0,4940.283614
146,0,2,4940.802960
147,0,2,4952.125734
148,0,1,4958.419600
149,1,2,4991.480670
150,1,0,5007.221148
151,2,2,5078.776846
152,0,1,5118.831096
153,1,0,5152.457742
154,1,2,5217.132821
155,1,2,5222.241091
156,1,2,5222.644620
157,1,0,5241.606126
158,1,0,5276.128563
159,1,1,5288.737278
160,2,0,5365.397771
161,1,0,5371.245953
162,2,0,5422.716049
163,2,0,5477.368456
164,0,1,5479.755336
165,2,0,5479.796634
166,1,1,5511.689509
167,2,2,5546.107840
168,2,2,5559.494186
169,1,1,5560.273831
170,0,2,5581.030123
171,2,1,5590.705823
172,0,0,5632.285961
173,2,0,5657.266945
174,0,2,5665.161379
175,1,0,5734.134923
176,1,0,5737.121131
177,2,0,5793.799093
178,0,2,5916.593374
179,0,0,5917.905221
180,1,1,5949.097268
181,0,0,6060.434645
182,2,2,6086.609502
183,1,0,6102.476176
184,0,2,6108.579981
185,0,1,6113.682244
186,1,1,6229.563660
187,1,0,6257.636784
188,1,0,6272.137925
189,1,1,6368.299422
190,0,2,6413.573415
191,1,0,6434.727091
192,1,0,6487.688563
193,0,2,6535.414564
194,1,2,6546.044037
195,2,0,6572.282850
196,1,2,6590.738385
197,0,1,6594.564764
198,0,2,6622.461497
199,1,2,6629.813794
200,2,2,6633.971289
201,0,1,6639.910227
202,2,0,6661.379106
203,0,1,6672.126687
204,0,2,6698.636869
205,2,0,6735.124977
206,1,0,6746.874418
207,0,2,6760.443404
208,1,2,6877.302707
209,2,2,6932.805264
210,0,1,6950.629968
211,0,1,7078.121662
212,2,2,7112.355904
213,1,1,7136.272154
214,0,1,7159.438410
215,2,0,7174.961540
216,2,0,7435.997518
217,0,2,7496.222336
218,2,0,7503.254028
219,0,2,7503.422133
220,0,0,7503.943621
221,0,1,7508.628821
222,2,1,7621.751009
223,0,1,7655.500640
224,0,1,7691.868695
225,0,0,7729.378073
226,0,1,7750.485002
227,0,0,7767.903836
228,0,1,7782.212211
229,1,2,7820.955662
230,2,2,7837.892030
231,0,1,7907.511132
232,1,2,7972.898195
233,2,0,7990.704017
234,0,1,8005.873464
235,2,1,8090.910161
236,1,0,8124.662202
237,0,2,8132.807081
238,0,1,8171.193548
239,2,1,8208.860709
240,0,2,8220.099563
241,0,0,8224.769769
242,1,0,8307.387670
243,0,2,8326.248610
244,0,0,8358.239221
245,1,2,8372.720913
246,1,1,8384.185333
247,1,0,8391.539774
248,2,2,8488.923107
249,0,1,8509.992901
250,1,0,8532.278813
251,2,2,8536.230003
252,2,1,8556.746692
253,0,0,8559.964313
254,0,1,8661.730946
